DATE,SBUX,AMZN,MKTminusRF,SMB,HML,RMW,CMA,MOM,RF
20150527,.0147522,.0139846,.0093,.0031,-.0038,.0004,-.0029,.0081,0
20150528,.0042644,-.011242,-.0012,.0011,.0007,-.0021,.0008,.0023,0
20150529,.0028951,.0062358,-.0058,.0006,.0006,-.0033,-.0001,.0012,0
20150601,,,.0017,-.0007,-.002,.0019,-.0037,.0043,0
20150602,-.0093834,.0001624,-.0002,.0034,.0031,-.0002,.0016,-.0089,0
20150603,.0075391,.0129934,.0039,.0088,-.004,.0003,-.0006,.0032,0
20150604,-.0076746,-.0133077,-.0088,-.0011,.0002,.0019,-.0003,.0017,0
20150605,.0090873,-.0088908,.0006,.0084,-.0005,-.0042,-.0036,-.0024,0
20150608,,,-.0066,.0004,.0005,.0009,.0005,-.0002,0
20150609,.0001941,.0046754,.0002,-.0027,.0024,.0017,.0011,-.0003,0
20150610,.0223127,.012433,.012,.0016,.0016,.0004,.0003,-.001,0
20150611,-.0037957,.0051072,.0021,-.0009,-.0012,.0012,-.0002,.0045,0
20150612,.0026672,-.0070443,-.0063,.0034,.001,.0013,.001,.001,0
20150615,,,-.0045,.0017,-.0015,-.0025,-.0025,.0031,0
20150616,.013392,.0084736,.0057,.001,-.0001,.0017,-.0007,.0014,0
20150617,.0050972,.0012872,.0016,-.0032,-.0053,.0006,-.001,.0016,0
20150618,.0163411,.0270681,.0099,.0016,-.0042,-.0013,-.0015,.0085,0
20150619,-.0033266,-.0101732,-.0043,.0052,-.0021,.001,-.0006,.0039,0
20150622,,,.0063,.0011,-.0012,-.0011,-.0024,.0019,0
20150623,.0040816,.0222329,.0012,.0024,.0029,.0004,-.0001,-.0026,0
20150624,-.0075758,-.0115473,-.0079,-.0014,.0012,.0021,-.0001,.0001,0
20150625,.0067027,-.0016786,-.0025,.0033,-.002,.002,-.0008,.0091,0
20150626,.010172,-.0045444,-.0006,-.0019,.0043,.0031,.0035,.0002,0
20150629,,,-.0215,-.0043,.0034,.002,.0009,.0028,0
20150630,.0013072,.0098404,.0033,.0031,-.007,-.0033,-.0063,.0069,0
20150701,,,.006,-.0073,-.0022,.0026,.0007,.0163,0
20150702,.0064948,.0007316,-.0011,-.0062,.0012,-.0016,.0001,-.0031,0
20150706,,,-.0037,.0009,-.0054,-.0014,-.0022,.0143,0
20150707,.0012889,.0015595,.0053,-.0051,-.0006,.0021,0,-.004,0
20150708,-.0182053,-.0160743,-.0168,-.0005,.0011,.0008,.001,.0058,0
20150709,.0123619,.0109146,.0028,.002,-.0016,-.0017,-.0025,.0003,0
20150710,.0096207,.0209949,.0124,.0019,-.0057,-.001,-.0007,.0115,0
20150713,,,.0114,-.0011,-.0051,.0019,-.0033,.0001,0
20150714,.0008977,.0219505,.0047,.0011,.0006,-.0034,-.0035,-.0029,0
20150715,-.0073543,-.0094078,-.0019,-.0079,-.0013,-.0022,-.0032,.0135,0
20150716,.0072281,.0309851,.0078,-.0024,-.0059,-.0021,-.0067,.0076,0
20150717,-.0008971,.0158366,.0005,-.0065,-.0071,-.0011,-.0094,-.0003,0
20150720,,,-.0001,-.0078,-.0066,.0048,-.003,.014,0
20150721,-.0001779,-.0002049,-.0047,.0008,.0021,-.0007,-.0007,-.0033,0
20150722,.0087188,.0005533,-.0018,.0027,.001,-.0038,.0011,.0116,0
20150723,-.0022931,-.0124726,-.006,-.0039,-.0051,.0006,-.0002,-.0015,0
20150724,.0129066,.0979717,-.0108,-.0067,.0003,-.0011,-.0004,.0107,0
20150727,,,-.0074,-.0027,.0021,-.0006,.0037,.0025,0
20150728,.002808,-.0101239,.0123,-.0033,-.001,.0004,.0016,-.0091,0
20150729,.0064753,.005646,.0074,-.0021,.0054,.0095,.0032,-.0107,0
20150730,.0095636,.0146692,.0012,.0019,-.003,.0007,-.0015,.0025,0
20150731,-.0022391,-.0011364,-.0015,.0069,-.0095,.0011,-.0004,.0124,0
20150803,,,-.0035,-.0032,-.0015,.0005,.0004,.0102,0
20150804,.0087644,-.0058501,-.0014,.0005,-.003,.0018,.0017,.0029,0
20150805,.005281,.009607,.0036,-.0008,-.0039,.0015,-.0007,.0085,0
20150806,-.0301644,-.0140593,-.0088,-.0039,.0206,.0014,.0074,-.022,0
20150807,-.0005242,-.0129189,-.0036,-.0041,-.0037,.003,.0019,.0108,0
20150810,,,.0131,.0019,.006,.0019,.0005,-.0203,0
20150811,.0014217,.0066031,-.0098,-.001,.0057,-.0008,.0005,.0012,0
20150812,.0005324,-.0029387,.0007,-.002,-.0011,-.0031,-.0016,-.0106,0
20150813,.0083362,.0071305,-.0014,-.004,-.0007,.0016,-.0011,.0139,0
20150814,.0043975,.0035118,.0043,.0014,.0043,-.0001,.0005,.0021,0
20150817,,,.006,.0033,-.0082,-.003,-.0044,.0074,0
20150818,.0015587,-.0003736,-.0035,-.0059,.0039,.0042,.0008,.002,0
20150819,-.0041501,-.0039252,-.0085,-.002,-.0019,-.0013,-.0005,.0124,0
20150820,-.0309081,-.0321623,-.0224,-.0024,.0075,.0045,.0064,-.0038,0
20150821,-.0532163,-.0413161,-.0295,.0177,.002,-.0088,.0083,-.0011,0
20150824,,,-.039,.0027,-.0038,.0034,.0014,-.0001,0
20150825,.0148987,.0064743,-.0117,.0061,-.0079,-.0004,-.0066,.0088,0
20150826,.0561754,.0737612,.0368,-.0138,-.0048,.0043,-.0068,.0047,0
20150827,.0368792,.0351459,.024,-.0059,.0057,-.0024,-.0023,-.0212,0
20150828,-.0057194,-.0006945,.0023,.0097,.0007,-.0019,.0009,-.0157,0
20150831,,,-.0074,.009,.014,.0011,.0052,-.018,0
20150901,,,-.0291,.0024,-.0049,-.0007,.0007,.0087,0
20150902,.0328972,.0282152,.0181,-.0029,-.0105,.0031,-.0066,.0103,0
20150903,-.0103149,-.011419,.0017,-.002,.0071,.0015,.0077,-.0074,0
20150904,-.0074968,-.011333,-.0139,.0081,-.0059,-.0005,-.0046,.007,0
20150908,,,.0252,-.0041,-.0064,-.0007,-.0028,.009,0
20150909,-.0094186,-.0012559,-.0134,.0017,.0013,.0026,.0001,.0032,0
20150910,.0124337,.0103503,.0049,-.0016,-.0041,-.0005,-.0066,.0032,0
20150911,.02095,.0137868,.0044,-.0027,-.007,-.0011,-.0029,.0126,0
20150914,,,-.0041,.0003,-.0001,-.0003,-.0007,.0048,0
20150915,.0110144,.0018988,.0122,-.0015,.0026,-.0002,.0007,-.0038,0
20150916,.00615,.0096101,.0084,.0006,.0053,.003,.0024,-.0173,0
20150917,.0003493,.0217675,-.0017,.0072,-.013,-.0041,-.0053,.0108,0
20150918,-.0076815,.0025795,-.0162,.0024,-.0083,-.0039,-.0054,.0129,0
20150921,,,.0036,-.0081,.0119,.005,.002,-.001,0
20150922,-.0072993,-.0182169,-.0129,-.0029,.002,.0026,.0007,.0039,0
20150923,.0117297,-.0043277,-.0027,-.0021,-.0014,-.0011,-.0028,.0199,0
20150924,.0100363,-.0043278,-.0036,.0024,.0061,-.0002,.0007,-.0055,0
20150925,-.0065101,-.0177986,-.0022,-.0141,.019,.0045,.0069,-.0056,0
20150928,,,-.0263,-.0021,.0121,.0047,.0069,-.0032,0
20150929,-.0008965,-.0158513,-.0007,-.0062,.0071,.0066,.0066,-.0039,0
20150930,.0201005,.0318907,.0188,-.0048,-.0055,-.0037,-.0034,.0035,0
20151001,,,.0013,-.005,-.0006,-.0006,-.0019,.0068,0
20151002,.0104385,.0226994,.0148,.0026,-.007,-.0031,-.0002,-.0219,0
20151005,,,.0193,.0074,.0078,.0021,.0064,-.0201,0
20151006,-.0059282,-.0114038,-.0043,-.0007,.0164,.0033,.0059,-.0311,0
20151007,.0015335,.008298,.0094,.0068,-.0037,-.0017,-.0001,-.0035,0
20151008,.0115686,-.0162011,.0084,.0032,.0087,.0039,.0074,-.0159,0
20151009,.010259,.0124541,.0012,.0009,-.0105,.0021,-.0017,.0042,0
20151012,,,.0006,-.0042,-.0009,.0015,-.0009,.0189,0
20151013,-.0062769,-.0023446,-.0074,-.0066,.0068,.0037,.002,-.0024,0
20151014,-.0222739,-.0074148,-.006,-.0029,.0023,-.0062,.0037,-.0077,0
20151015,.0147909,.032322,.0156,.0062,-.0026,-.0103,-.005,.0062,0
20151016,.0040208,.0147927,.0036,-.0054,-.0035,.0007,.0001,.0084,0
20151019,,,0,.001,-.0072,.0022,-.0034,.0135,0
20151020,-.0014761,-.021408,-.0014,.0017,.0122,.0036,.0028,-.0106,0
20151021,-.0057491,-.0091107,-.0074,-.0091,-.0018,.0041,.0022,.0044,0
20151022,.01586,.0146463,.015,-.0072,.0026,.002,.0056,-.0073,0
20151023,.0182143,.0622795,.0109,-.0004,-.0085,.0048,-.0087,.0095,0
20151026,,,-.002,-.0039,-.0062,.002,-.0019,.0177,0
20151027,-.0113511,.0039435,-.0042,-.0105,-.0104,-.003,-.0049,.0171,0
20151028,.0127571,.009967,.0143,.0154,.0037,-.0044,-.0025,-.0069,0
20151029,-.015903,.0153136,-.002,-.0091,.0021,.0038,-.002,-.0048,0
20151030,.00112,-.0010374,-.0042,.0015,-.0027,.0006,.0009,-.0103,0
20151102,,,.0125,.0089,-.0016,-.0043,-.0004,-.0099,0
20151103,.0089974,-.004838,.0032,.0045,.0014,-.0001,-.0007,-.0151,0
20151104,-.0133758,.0250116,-.0026,.0019,-.0035,-.0051,-.007,.007,0
20151105,.0051646,.0229347,-.0008,.0008,.0038,.0026,.0014,.011,0
20151106,-.0049775,.0056737,.0014,.0092,-.0028,-.0029,-.0015,.0034,0
20151109,,,-.0095,-.0027,-.0001,-.0069,-.0001,.0026,0
20151110,.0136942,.0063922,.0013,-.0001,.0031,-.0009,.0021,.0093,0
20151111,-.0049855,.0205706,-.0043,-.0057,-.0007,-.0007,.0005,.014,0
20151112,-.0129303,-.0113628,-.0145,-.0055,-.0049,.0016,-.0026,.0069,0
20151113,-.0217783,-.0349309,-.0107,.003,.0037,-.0073,.0042,-.0058,0
20151116,,,.0139,-.0055,.0057,.0012,-.0012,-.0105,0
20151117,-.0021424,-.0069619,-.0011,-.0022,-.0072,.0021,-.0017,.0087,0
20151118,.0206441,.0314628,.0161,0,-.0015,.0003,-.0037,-.0057,0
20151119,-.0055016,-.003421,-.0013,-.0031,.0002,-.0008,.0012,.0021,0
20151120,.0086235,.0108579,.0035,.0039,-.0042,.0034,0,.0091,0
20151123,,,-.0001,.0062,-.0039,.0016,-.0018,.0003,0
20151124,-.0108557,-.0115465,.0021,.0073,.0028,.0014,.0008,-.0136,0
20151125,.0037121,.006243,.0009,.0084,-.0063,-.0007,-.001,-.0004,0
20151127,,,.0009,.0018,-.0027,-.0015,.0007,.0078,0
20151130,,,-.0047,.0019,.0073,-.0034,.0009,-.0065,0
20151201,,,.0097,-.0062,.0017,.0003,-.0014,.0048,0
20151202,-.0024442,-.0044915,-.0101,.002,-.0084,.0015,-.0015,.0097,0
20151203,-.0272787,-.0144377,-.015,-.0019,.0047,.0035,.0022,-.0007,0
20151204,.0369438,.009591,.0186,-.0104,-.0059,.0021,-.0034,.0197,0
20151207,,,-.0084,-.0089,-.0058,.0065,.0018,.0067,0
20151208,.0043626,.0111969,-.0059,.0027,-.0116,-.0007,-.0076,.0106,0
20151209,-.0157658,-.0185139,-.0083,-.0024,.0055,.0028,.0063,-.0144,0
20151210,.0112782,-.0037154,.003,.0012,-.0031,.0032,-.0017,-.0054,0
20151211,-.033134,-.0334732,-.0203,-.0022,.0006,.0014,.0034,.0044,0
20151214,,,.0029,-.0112,-.0009,.0023,-.0033,.0145,0
20151215,.0010014,.0011096,.011,.0021,.0068,-.0078,.0014,.0001,0
20151216,.0061687,.0260081,.0147,-.0001,-.0054,-.0026,-.0018,-.0017,0
20151217,-.0137531,-.0075765,-.0146,.0029,-.0028,-.0027,-.0007,.0069,0
20151218,-.015121,-.009707,-.0169,.007,-.003,-.0031,.0019,-.008,0
20151221,,,.0074,-.0017,-.0013,-.0007,.0004,-.0003,0
20151222,.007558,-.0020466,.0089,.0002,.0054,.0012,.005,-.0111,0
20151223,.0058343,.0008294,.013,.002,.0074,-.0022,.0015,-.0193,0
20151224,-.0003315,-.0013712,-.0011,.0028,-.0008,-.0015,.0008,.0008,0
20151228,,,-.0029,-.0053,-.0035,.001,-.0006,.0141,0
20151229,.0156173,.0277991,.0105,.0003,-.0031,.0007,-.0034,.002,0
20151230,-.0050712,-.0070608,-.0074,-.0018,-.0008,.0002,.0015,.0051,0
20151231,-.0129892,-.0191272,-.0092,-.0022,.0032,-.0016,.001,-.0098,0
20160104,,,-.0159,-.0077,.007,.0012,.0041,-.0196,0
20160105,.0066942,-.0050236,.0013,-.0025,.0005,-.0001,.0033,.0065,0
20160106,-.0088662,-.0017986,-.0135,-.0023,.0001,.0019,.0003,.0188,0
20160107,-.0247721,-.039058,-.0244,-.0031,.0022,.0032,.0042,.0087,0
20160108,-.0010583,-.001464,-.0111,-.0052,.0008,.0009,.0005,-.0011,0
20160111,,,-.0006,-.0061,.004,.0063,.0043,.0161,0
20160112,.0283639,.0002429,.0071,-.0042,-.01,.0025,-.003,.0106,0
20160113,-.0267407,-.0583923,-.0267,-.0062,.009,.0006,.0066,.0012,0
20160114,.0191809,.0192331,.0165,-.0009,-.0025,-.0062,-.0047,-.006,0
20160115,-.0166158,-.0384823,-.0214,.0038,-.0011,.0022,.0034,.0035,0
20160119,,,-.002,-.014,.0005,.0028,.0025,.0156,0
20160120,-.0278395,-.0047172,-.0094,.0167,-.0132,.0019,-.0054,-.0005,0
20160121,.0370696,.0056841,.0045,-.0047,.0024,.0034,.0062,-.027,0
20160122,.0023717,.0371465,.0208,.0013,-.0015,-.0042,-.0079,-.0017,0
20160125,,,-.0171,-.0053,-.0098,.0027,.0001,.0159,0
20160126,.0155952,.0079124,.0152,.0056,.0111,.0051,.0071,-.0196,0
20160127,-.0167207,-.0297714,-.0111,-.004,.0178,-.0028,.0107,-.0049,0
20160128,.0288044,.0891403,.0048,-.0046,.0143,.0034,-.0047,.0042,0
20160129,.024962,-.0760998,.0257,.0059,.0028,-.001,.0047,-.0122,0
